Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Publication Date,Discovery Locale,Discovery Facility,Discovery Telescope,Discovery Instrument
Kepler-372 b,Kepler-372,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-372 c,Kepler-372,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-372 d,Kepler-372,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-373 b,Kepler-373,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-373 c,Kepler-373,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-374 b,Kepler-374,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-374 c,Kepler-374,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-374 d,Kepler-374,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-375 b,Kepler-375,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-375 c,Kepler-375,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-376 b,Kepler-376,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-376 c,Kepler-376,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-377 b,Kepler-377,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-377 c,Kepler-377,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-378 b,Kepler-378,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-378 c,Kepler-378,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-379 b,Kepler-379,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-379 c,Kepler-379,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-380 b,Kepler-380,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-380 c,Kepler-380,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-381 b,Kepler-381,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-381 c,Kepler-381,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-382 b,Kepler-382,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-382 c,Kepler-382,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-383 b,Kepler-383,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-383 c,Kepler-383,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-384 b,Kepler-384,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-384 c,Kepler-384,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-385 b,Kepler-385,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-385 c,Kepler-385,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-386 b,Kepler-386,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-386 c,Kepler-386,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-387 b,Kepler-387,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-387 c,Kepler-387,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-388 b,Kepler-388,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-388 c,Kepler-388,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-389 b,Kepler-389,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-389 c,Kepler-389,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-390 b,Kepler-390,b,2,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-390 c,Kepler-390,c,2,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-391 b,Kepler-391,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-391 c,Kepler-391,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-392 b,Kepler-392,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-392 c,Kepler-392,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-393 b,Kepler-393,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-393 c,Kepler-393,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-394 b,Kepler-394,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-394 c,Kepler-394,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-395 b,Kepler-395,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-395 c,Kepler-395,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-397 b,Kepler-397,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-397 c,Kepler-397,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-398 b,Kepler-398,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-398 c,Kepler-398,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-399 b,Kepler-399,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-399 c,Kepler-399,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-399 d,Kepler-399,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-400 b,Kepler-400,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-400 c,Kepler-400,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-401 b,Kepler-401,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-401 c,Kepler-401,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-402 b,Kepler-402,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-402 c,Kepler-402,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-402 d,Kepler-402,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-402 e,Kepler-402,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-403 b,Kepler-403,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-403 c,Kepler-403,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-404 b,Kepler-404,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-404 c,Kepler-404,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-405 b,Kepler-405,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-405 c,Kepler-405,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-406 b,Kepler-406,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-406 c,Kepler-406,c,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-407 b,Kepler-407,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-407 c,Kepler-407,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
Kepler-408 b,Kepler-408,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-409 b,Kepler-409,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-412 b,Kepler-412,b,1,1,0,Transit,2014,2014-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-413 b,Kepler-413,b,2,1,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-414 b,Kepler-414,b,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-414 c,Kepler-414,c,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-415 b,Kepler-415,b,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-415 c,Kepler-415,c,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-416 b,Kepler-416,b,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-416 c,Kepler-416,c,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-417 b,Kepler-417,b,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-417 c,Kepler-417,c,1,2,0,Transit Timing Variations,2014,2014-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-418 b,Kepler-418,b,1,1,0,Transit,2014,2014-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-419 b,Kepler-419,b,1,2,0,Transit,2014,2014-08,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-419 c,Kepler-419,c,1,2,0,Transit Timing Variations,2014,2014-08,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-421 b,Kepler-421,b,1,1,0,Transit,2014,2014-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-422 b,Kepler-422,b,1,1,0,Transit,2014,2014-11,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-423 b,Kepler-423,b,1,1,0,Transit,2014,2014-11,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-424 b,Kepler-424,b,1,2,0,Transit,2014,2014-11,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-424 c,Kepler-424,c,1,2,0,Radial Velocity,2014,2014-11,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
Kepler-425 b,Kepler-425,b,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-426 b,Kepler-426,b,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-427 b,Kepler-427,b,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-428 b,Kepler-428,b,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-46 d,Kepler-46,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-48 d,Kepler-48,d,1,4,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-48 e,Kepler-48,e,1,4,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
Kepler-49 d,Kepler-49,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-49 e,Kepler-49,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-51 d,Kepler-51,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-52 d,Kepler-52,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-53 d,Kepler-53,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-54 d,Kepler-54,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-55 d,Kepler-55,d,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-55 e,Kepler-55,e,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-55 f,Kepler-55,f,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-58 d,Kepler-58,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-79 d,Kepler-79,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-79 e,Kepler-79,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-80 d,Kepler-80,d,1,6,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-80 e,Kepler-80,e,1,6,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-81 d,Kepler-81,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-82 d,Kepler-82,d,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-82 e,Kepler-82,e,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-83 d,Kepler-83,d,2,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-84 d,Kepler-84,d,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-84 e,Kepler-84,e,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-84 f,Kepler-84,f,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-85 d,Kepler-85,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-85 e,Kepler-85,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-93 b,Kepler-93,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-93 c,Kepler-93,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
Kepler-94 b,Kepler-94,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-94 c,Kepler-94,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
Kepler-95 b,Kepler-95,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-96 b,Kepler-96,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-97 b,Kepler-97,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-97 c,Kepler-97,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
Kepler-98 b,Kepler-98,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-99 b,Kepler-99,b,2,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,b,1,1,0,Microlensing,2014,2014-04,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
NGC 2682 Sand 364 b,NGC 2682 Sand 364,b,1,1,0,Radial Velocity,2014,2014-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,b,1,1,0,Radial Velocity,2014,2014-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,b,1,1,0,Radial Velocity,2014,2014-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,b,2,1,0,Microlensing,2014,2014-11,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,b,1,1,0,Microlensing,2014,2014-06,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,b,1,1,0,Microlensing,2014,2015-01,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,b,2,1,0,Microlensing,2014,2014-07,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
TYC 1422-614-1 b,TYC 1422-614-1,b,1,2,0,Radial Velocity,2014,2015-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
TYC 1422-614-1 c,TYC 1422-614-1,c,1,2,0,Radial Velocity,2014,2015-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
WASP-100 b,WASP-100,b,2,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-101 b,WASP-101,b,1,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-103 b,WASP-103,b,1,1,0,Transit,2014,2014-02,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-104 b,WASP-104,b,2,1,0,Transit,2014,2014-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-106 b,WASP-106,b,1,1,0,Transit,2014,2014-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-117 b,WASP-117,b,1,1,0,Transit,2014,2014-08,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-28 b,WASP-28,b,1,1,0,Transit,2014,2015-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-68 b,WASP-68,b,2,1,0,Transit,2014,2014-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-69 b,WASP-69,b,1,1,0,Transit,2014,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-70 A b,WASP-70 A,b,2,1,0,Transit,2014,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-73 b,WASP-73,b,1,1,0,Transit,2014,2014-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-84 b,WASP-84,b,1,1,0,Transit,2014,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-88 b,WASP-88,b,1,1,0,Transit,2014,2014-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-94 A b,WASP-94 A,b,2,2,0,Transit,2014,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-94 B b,WASP-94 B,b,2,2,0,Radial Velocity,2014,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-95 b,WASP-95,b,1,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-96 b,WASP-96,b,1,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-97 b,WASP-97,b,1,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-98 b,WASP-98,b,2,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-99 b,WASP-99,b,1,1,0,Transit,2014,2014-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WTS-2 b,WTS-2,b,1,1,0,Transit,2014,2014-05,Ground,United Kingdom Infrared Telescope,3.8 m United Kingdom Infrared Telescope,WFCam Wide Field Camera
XO-2 S b,XO-2 S,b,2,3,0,Radial Velocity,2014,2014-07,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph
XO-2 S c,XO-2 S,c,2,3,0,Radial Velocity,2014,2014-07,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph
bet Cnc b,bet Cnc,b,2,1,0,Radial Velocity,2014,2014-06,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
bet UMi b,bet UMi,b,1,1,0,Radial Velocity,2014,2014-06,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
mu Leo b,mu Leo,b,1,1,0,Radial Velocity,2014,2014-06,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,1,1,0,Imaging,2015,2015-06,Ground,Cerro Tololo Inter-American Observatory,1.5 m CTIO Telescope,SIMON Near-Infrared Spectroimager
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,2,1,0,Eclipse Timing Variations,2015,2015-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
51 Eri b,51 Eri,b,3,1,0,Imaging,2015,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager
8 UMi b,8 UMi,b,1,1,0,Radial Velocity,2015,2015-12,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
BD+49 828 b,BD+49 828,b,1,1,0,Radial Velocity,2015,2015-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
CoRoT-28 b,CoRoT-28,b,1,1,0,Transit,2015,2015-07,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array
CoRoT-29 b,CoRoT-29,b,1,1,0,Transit,2015,2015-07,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array
GJ 1132 b,GJ 1132,b,1,2,0,Transit,2015,2015-11,Ground,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,Apogee CCD Sensor
GJ 3293 b,GJ 3293,b,1,4,0,Radial Velocity,2015,2015-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3293 c,GJ 3293,c,1,4,0,Radial Velocity,2015,2015-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3341 b,GJ 3341,b,1,1,0,Radial Velocity,2015,2015-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HAT-P-50 b,HAT-P-50,b,1,1,0,Transit,2015,2015-12,Ground,HATNet,multiple telescopes,multiple instruments
HAT-P-51 b,HAT-P-51,b,1,1,0,Transit,2015,2015-12,Ground,HATNet,multiple telescopes,multiple instruments
HAT-P-52 b,HAT-P-52,b,1,1,0,Transit,2015,2015-12,Ground,HATNet,multiple telescopes,multiple instruments
HAT-P-53 b,HAT-P-53,b,1,1,0,Transit,2015,2015-12,Ground,HATNet,multiple telescopes,multiple instruments
HAT-P-54 b,HAT-P-54,b,1,1,0,Transit,2015,2015-04,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-55 b,HAT-P-55,b,1,1,0,Transit,2015,2015-09,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-56 b,HAT-P-56,b,1,1,0,Transit,2015,2015-09,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-57 b,HAT-P-57,b,3,1,0,Transit,2015,2015-12,Ground,HATNet,Multiple Telescopes,Multiple Instruments
HATS-10 b,HATS-10,b,1,1,0,Transit,2015,2015-07,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HATS-13 b,HATS-13,b,1,1,0,Transit,2015,2015-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HATS-14 b,HATS-14,b,1,1,0,Transit,2015,2015-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HATS-6 b,HATS-6,b,1,1,0,Transit,2015,2015-05,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
