Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Publication Date,Discovery Locale,Discovery Facility,Discovery Telescope,Discovery Instrument
Kepler-953 b,Kepler-953,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-953 c,Kepler-953,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-954 b,Kepler-954,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-955 b,Kepler-955,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-956 b,Kepler-956,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-957 b,Kepler-957,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-958 b,Kepler-958,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-959 b,Kepler-959,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-960 b,Kepler-960,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-961 b,Kepler-961,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-962 b,Kepler-962,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-963 b,Kepler-963,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-964 b,Kepler-964,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-965 b,Kepler-965,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-966 b,Kepler-966,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-967 b,Kepler-967,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-967 c,Kepler-967,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-968 b,Kepler-968,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-968 c,Kepler-968,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-969 b,Kepler-969,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-969 c,Kepler-969,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-970 b,Kepler-970,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-971 b,Kepler-971,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-972 b,Kepler-972,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-973 b,Kepler-973,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-974 b,Kepler-974,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-975 b,Kepler-975,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-976 b,Kepler-976,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-977 b,Kepler-977,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-978 b,Kepler-978,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-979 b,Kepler-979,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-980 b,Kepler-980,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-981 b,Kepler-981,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-982 b,Kepler-982,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-983 b,Kepler-983,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-984 b,Kepler-984,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-985 b,Kepler-985,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-986 b,Kepler-986,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-987 b,Kepler-987,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-988 b,Kepler-988,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-989 b,Kepler-989,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-990 b,Kepler-990,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-990 c,Kepler-990,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-991 b,Kepler-991,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-992 b,Kepler-992,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-993 b,Kepler-993,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-994 b,Kepler-994,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-995 b,Kepler-995,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-996 b,Kepler-996,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-997 b,Kepler-997,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-998 b,Kepler-998,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-999 b,Kepler-999,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,b,1,1,0,Microlensing,2016,2016-03,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,b,1,1,0,Microlensing,2016,2016-07,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
NGC 2682 YBP 401 b,NGC 2682 YBP 401,b,1,1,0,Radial Velocity,2016,2016-07,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,c,2,1,0,Microlensing,2016,2016-11,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,b,1,1,0,Microlensing,2016,2016-06,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,b,1,1,0,Microlensing,2016,2017-01,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,b,1,1,0,Microlensing,2016,2017-04,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,b,1,1,0,Microlensing,2016,2016-11,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,b,1,1,0,Microlensing,2016,2016-10,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,b,1,1,0,Microlensing,2016,2016-06,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,b,1,1,0,Microlensing,2016,2016-03,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
Pr0211 c,Pr0211,c,2,2,0,Radial Velocity,2016,2016-04,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph
Proxima Cen b,Proxima Cen,b,3,1,0,Radial Velocity,2016,2016-08,Ground,European Southern Observatory,Multiple Telescopes,Multiple Instuments
TRAPPIST-1 b,TRAPPIST-1,b,1,7,0,Transit,2016,2016-05,Ground,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM
TRAPPIST-1 c,TRAPPIST-1,c,1,7,0,Transit,2016,2016-05,Ground,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM
TRAPPIST-1 d,TRAPPIST-1,d,1,7,0,Transit,2016,2016-05,Ground,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM
TYC 3667-1280-1 b,TYC 3667-1280-1,b,1,1,0,Radial Velocity,2016,2016-05,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
V830 Tau b,V830 Tau,b,1,1,0,Radial Velocity,2016,2016-06,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
WASP-113 b,WASP-113,b,1,1,0,Transit,2016,2016-10,Ground,SuperWASP-North,Canon 200mm f/1.8L,Andor e2v CCD Camera
WASP-114 b,WASP-114,b,2,1,0,Transit,2016,2016-10,Ground,SuperWASP-North,Canon 200mm f/1.8L,Andor e2v CCD Camera
WASP-118 b,WASP-118,b,1,1,0,Transit,2016,2016-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-119 b,WASP-119,b,1,1,0,Transit,2016,2016-06,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-120 b,WASP-120,b,1,1,0,Transit,2016,2016-06,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-121 b,WASP-121,b,1,1,0,Transit,2016,2016-06,Ground,SuperWASP,Canon 200mm f/1.8L,e2v CCD Camera
WASP-123 b,WASP-123,b,2,1,0,Transit,2016,2016-06,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-124 b,WASP-124,b,1,1,0,Transit,2016,2016-06,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-126 b,WASP-126,b,1,2,0,Transit,2016,2016-06,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-127 b,WASP-127,b,2,1,0,Transit,2016,2017-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-129 b,WASP-129,b,2,1,0,Transit,2016,2016-06,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-130 b,WASP-130,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-131 b,WASP-131,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-132 b,WASP-132,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-133 b,WASP-133,b,1,1,0,Transit,2016,2016-06,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-136 b,WASP-136,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-138 b,WASP-138,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-139 b,WASP-139,b,2,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-140 b,WASP-140,b,2,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-141 b,WASP-141,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-142 b,WASP-142,b,1,1,0,Transit,2016,2017-03,Ground,SuperWASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-157 b,WASP-157,b,1,1,0,Transit,2016,2016-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-76 b,WASP-76,b,2,1,0,Transit,2016,2016-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-85 A b,WASP-85 A,b,2,1,0,Transit,2016,2016-06,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
WASP-87 b,WASP-87,b,2,1,0,Transit,2016,2016-05,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
WASP-90 b,WASP-90,b,1,1,0,Transit,2016,2016-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-92 b,WASP-92,b,1,1,0,Transit,2016,2016-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-93 b,WASP-93,b,1,1,0,Transit,2016,2016-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
XO-6 b,XO-6,b,1,1,0,Transit,2016,2017-03,Ground,XO,Canon 200mm f/1.8L,Apogee CCD Array
rho CrB c,rho CrB,c,1,2,0,Radial Velocity,2016,2016-10,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
BD+03 2562 b,BD+03 2562,b,1,1,0,Radial Velocity,2017,2017-10,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,0,Transit,2017,2018-01,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array
GJ 1148 c,GJ 1148,c,1,2,0,Radial Velocity,2017,2018-02,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES
GJ 273 b,GJ 273,b,1,2,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 273 c,GJ 273,c,1,2,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3138 b,GJ 3138,b,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3138 c,GJ 3138,c,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3138 d,GJ 3138,d,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3293 d,GJ 3293,d,1,4,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3293 e,GJ 3293,e,1,4,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3323 b,GJ 3323,b,1,2,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3323 c,GJ 3323,c,1,2,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 3942 b,GJ 3942,b,1,1,0,Radial Velocity,2017,2017-12,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph
GJ 625 b,GJ 625,b,1,1,0,Radial Velocity,2017,2017-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
GJ 9827 b,GJ 9827,b,1,3,0,Transit,2017,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
GJ 9827 c,GJ 9827,c,1,3,0,Transit,2017,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
GJ 9827 d,GJ 9827,d,1,3,0,Transit,2017,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
HAT-P-67 b,HAT-P-67,b,2,1,0,Transit,2017,2017-05,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HATS-22 b,HATS-22,b,1,1,0,Transit,2017,2017-06,Ground,HATSouth,Multiple Telescopes,Multiple Instruments
HATS-23 b,HATS-23,b,1,1,0,Transit,2017,2017-06,Ground,HATSouth,Multiple Telescopes,Multiple Instruments
HATS-24 b,HATS-24,b,1,1,0,Transit,2017,2017-06,Ground,HATSouth,Multiple Telescopes,Multiple Instruments
HATS-50 b,HATS-50,b,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HATS-51 b,HATS-51,b,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HATS-52 b,HATS-52,b,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HATS-53 b,HATS-53,b,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HD 106315 b,HD 106315,b,1,2,0,Transit,2017,2017-06,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
HD 106315 c,HD 106315,c,1,2,0,Transit,2017,2017-06,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
HD 111591 b,HD 111591,b,1,1,0,Radial Velocity,2017,2018-02,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 113996 b,HD 113996,b,2,1,0,Radial Velocity,2017,2018-02,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
HD 147379 b,HD 147379,b,2,1,0,Radial Velocity,2017,2018-02,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES
HD 17674 b,HD 17674,b,1,1,0,Radial Velocity,2017,2017-05,Ground,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments
HD 176986 b,HD 176986,b,1,2,0,Radial Velocity,2017,2018-04,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 176986 c,HD 176986,c,1,2,0,Radial Velocity,2017,2018-04,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 177565 b,HD 177565,b,1,1,0,Radial Velocity,2017,2017-10,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HD 20794 e,HD 20794,e,1,4,0,Radial Velocity,2017,2017-09,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HD 208897 b,HD 208897,b,1,1,0,Radial Velocity,2017,2017-11,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 27894 c,HD 27894,c,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HD 27894 d,HD 27894,d,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HD 29021 b,HD 29021,b,1,1,0,Radial Velocity,2017,2017-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 3167 d,HD 3167,d,1,3,0,Radial Velocity,2017,2017-09,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera
HD 34445 c,HD 34445,c,1,6,0,Radial Velocity,2017,2017-11,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 34445 d,HD 34445,d,1,6,0,Radial Velocity,2017,2017-11,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 34445 e,HD 34445,e,1,6,0,Radial Velocity,2017,2017-11,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 34445 f,HD 34445,f,1,6,0,Radial Velocity,2017,2017-11,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 34445 g,HD 34445,g,1,6,0,Radial Velocity,2017,2017-11,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 40956 b,HD 40956,b,1,1,0,Radial Velocity,2017,2018-02,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 42012 b,HD 42012,b,1,1,0,Radial Velocity,2017,2017-05,Ground,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments
HD 76920 b,HD 76920,b,1,1,0,Radial Velocity,2017,2017-12,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HIP 65426 b,HIP 65426,b,1,1,0,Imaging,2017,2017-09,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,Multiple Instruments
HIP 67537 b,HIP 67537,b,1,1,0,Radial Velocity,2017,2017-06,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
K2-105 b,K2-105,b,1,1,0,Transit,2017,2017-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-107 b,K2-107,b,1,1,0,Transit,2017,2017-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-108 b,K2-108,b,1,1,0,Transit,2017,2017-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-110 b,K2-110,b,1,1,0,Transit,2017,2017-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-111 b,K2-111,b,1,1,0,Transit,2017,2017-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-113 b,K2-113,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-114 b,K2-114,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-115 b,K2-115,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-116 b,K2-116,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-117 b,K2-117,b,1,2,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-117 c,K2-117,c,1,2,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-118 b,K2-118,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-119 b,K2-119,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-120 b,K2-120,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-121 b,K2-121,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-122 b,K2-122,b,2,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-123 b,K2-123,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-124 b,K2-124,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-125 b,K2-125,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-126 b,K2-126,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-127 b,K2-127,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-128 b,K2-128,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-129 b,K2-129,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-130 b,K2-130,b,1,1,0,Transit,2017,2017-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-131 b,K2-131,b,1,1,0,Transit,2017,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-132 b,K2-132,b,1,1,0,Transit,2017,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-133 b,K2-133,b,1,4,0,Transit,2017,2018-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-133 c,K2-133,c,1,4,0,Transit,2017,2018-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-133 d,K2-133,d,1,4,0,Transit,2017,2018-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-136 b,K2-136,b,2,3,0,Transit,2017,2018-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-136 c,K2-136,c,2,3,0,Transit,2017,2018-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-136 d,K2-136,d,2,3,0,Transit,2017,2018-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-137 b,K2-137,b,1,1,0,Transit,2017,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-138 b,K2-138,b,1,5,0,Transit,2017,2018-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-138 c,K2-138,c,1,5,0,Transit,2017,2018-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-138 d,K2-138,d,1,5,0,Transit,2017,2018-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-138 e,K2-138,e,1,5,0,Transit,2017,2018-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-138 f,K2-138,f,1,5,0,Transit,2017,2018-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-139 b,K2-139,b,1,1,0,Transit,2017,2018-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-140 b,K2-140,b,1,1,0,Transit,2017,2018-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array
K2-18 c,K2-18,c,1,2,0,Radial Velocity,2017,2017-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
KELT-11 b,KELT-11,b,1,1,0,Transit,2017,2017-05,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
KELT-12 b,KELT-12,b,1,1,0,Transit,2017,2017-04,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
KELT-16 b,KELT-16,b,2,1,0,Transit,2017,2017-03,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
KELT-18 b,KELT-18,b,2,1,0,Transit,2017,2017-06,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
KELT-19 A b,KELT-19 A,b,2,1,0,Transit,2017,2018-01,Ground,KELT,Multiple Telescopes,Multiple Instuments
