,longitude,latitude,TOT,CR,TIME,MO,YR
31342,-73.92187186,40.66747993,1,ROBBERY,01/30/2014,1,2014
13422,-73.97512074,40.69556907,2,FELONY ASSAULT,07/01/2014,7,2014
25579,-73.91046339,40.65913297,1,FELONY ASSAULT,02/02/2014,2,2014
8316,-73.91957506,40.65303806,1,FELONY ASSAULT,01/18/2014,1,2014
32742,-73.97102709,40.77994455,1,ROBBERY,08/06/2014,8,2014
40522,-73.97365254,40.79714916,1,GRAND LARCENY,04/17/2014,4,2014
48400,-73.88708249999999,40.81679027,1,GRAND LARCENY OF MOTOR VEHICLE,06/10/2014,6,2014
12302,-73.98734928,40.62021861,5,BURGLARY,03/03/2014,3,2014
57447,-74.01109415,40.63919076,1,FELONY ASSAULT,07/12/2014,7,2014
40303,-73.75246138,40.71031673,1,GRAND LARCENY,03/01/2014,3,2014
51505,-73.74721966,40.72762485,1,FELONY ASSAULT,02/06/2014,2,2014
11426,-73.91637844,40.81688386,1,BURGLARY,05/26/2014,5,2014
57833,-74.0687752,40.61624349,1,ROBBERY,08/21/2014,8,2014
2072,-73.98991378,40.7647117,1,GRAND LARCENY,04/29/2014,4,2014
30184,-73.90807466,40.83372735,1,FELONY ASSAULT,07/18/2014,7,2014
52533,-73.93749559,40.70105256,1,BURGLARY,04/24/2014,4,2014
3205,-73.93149729,40.68766565,1,BURGLARY,05/15/2014,5,2014
54052,-73.98925699,40.74097507,1,GRAND LARCENY,05/24/2014,5,2014
48667,-73.87301301,40.76635213,1,FELONY ASSAULT,03/08/2014,3,2014
37195,-73.84704386,40.72795443,1,GRAND LARCENY,05/15/2014,5,2014
21262,-73.84061624,40.88861928,1,FELONY ASSAULT,07/26/2014,7,2014
39467,-74.01060076,40.6407169,2,BURGLARY,08/07/2014,8,2014
545,-74.0129369,40.70288309,1,GRAND LARCENY,02/11/2014,2,2014
43761,-73.9798959,40.71772848,2,FELONY ASSAULT,03/02/2014,3,2014
22800,-74.00597312,40.70932563,1,BURGLARY,08/12/2014,8,2014
44400,-73.96318147,40.76577122,1,GRAND LARCENY,05/29/2014,5,2014
10484,-73.88977345,40.86512448,1,FELONY ASSAULT,04/16/2014,4,2014
6370,-73.99111059999998,40.75031836,1,GRAND LARCENY,03/26/2014,3,2014
43142,-73.88364713,40.88062325,1,GRAND LARCENY,03/29/2014,3,2014
54338,-73.91599885,40.67110713,1,GRAND LARCENY,06/30/2014,6,2014
25394,-73.80001534,40.59884451,1,BURGLARY,01/20/2014,1,2014
57127,-73.75590111,40.66735179,1,BURGLARY,07/16/2014,7,2014
38022,-73.94095292,40.69032234,1,FELONY ASSAULT,07/01/2014,7,2014
13684,-73.97378486,40.76379242,3,GRAND LARCENY,08/19/2014,8,2014
31813,-73.99710685,40.71787019,1,GRAND LARCENY,02/17/2014,2,2014
38893,-73.97501798,40.71959397,1,GRAND LARCENY,07/31/2014,7,2014
40955,-73.86501026,40.71077821,1,ROBBERY,08/06/2014,8,2014
918,-73.95638437,40.66569487,1,GRAND LARCENY,03/28/2014,3,2014
10424,-73.99330114,40.57310465,1,ROBBERY,04/28/2014,4,2014
34493,-73.89593446,40.73320482,1,BURGLARY,02/05/2014,2,2014
34292,-73.85268199,40.87208481,1,GRAND LARCENY OF MOTOR VEHICLE,02/25/2014,2,2014
55220,-73.90184973,40.84742382,1,GRAND LARCENY OF MOTOR VEHICLE,07/09/2014,7,2014
2227,-73.90905516,40.87515943,1,ROBBERY,04/23/2014,4,2014
56724,-74.00722603,40.65475399,1,GRAND LARCENY,06/05/2014,6,2014
32543,-73.98637583,40.73038002,1,GRAND LARCENY,08/26/2014,8,2014
25659,-73.9142599,40.85165507,1,FELONY ASSAULT,02/15/2014,2,2014
280,-73.90336325,40.63907658,1,ROBBERY,01/28/2014,1,2014
16664,-73.97156081,40.7561615,1,GRAND LARCENY,03/18/2014,3,2014
3229,-73.94666558,40.82897585,1,GRAND LARCENY,05/02/2014,5,2014
4619,-73.90519658,40.87287823,1,FELONY ASSAULT,07/26/2014,7,2014
43013,-73.94746596,40.72142642,1,BURGLARY,03/12/2014,3,2014
4849,-73.93157211,40.66395083,1,GRAND LARCENY,07/22/2014,7,2014
40590,-73.88154747,40.68093057,1,GRAND LARCENY,06/22/2014,6,2014
48996,-73.94475818,40.82403172,1,GRAND LARCENY,04/23/2014,4,2014
638,-73.90732328,40.81537283,1,FELONY ASSAULT,02/02/2014,2,2014
8273,-73.97053572,40.75613929,2,GRAND LARCENY,01/14/2014,1,2014
6745,-73.91095531,40.61732475,1,GRAND LARCENY,05/29/2014,5,2014
15739,-73.98280745,40.70228692,1,GRAND LARCENY OF MOTOR VEHICLE,08/04/2014,8,2014
52040,-73.95449861,40.71407346,1,GRAND LARCENY,03/21/2014,3,2014
25733,-73.93021895,40.70326066,1,BURGLARY,02/17/2014,2,2014
44503,-73.93960191,40.72480411,1,GRAND LARCENY,04/21/2014,4,2014
31862,-73.78349209,40.70269941,1,MURDER,03/09/2014,3,2014
53223,-73.94134014,40.80350501,1,BURGLARY,06/13/2014,6,2014
30548,-73.7884167,40.70560704,1,FELONY ASSAULT,08/07/2014,8,2014
32093,-73.91781856,40.70097706,1,ROBBERY,04/06/2014,4,2014
25732,-73.99208467,40.60185911,1,BURGLARY,02/03/2014,2,2014
17804,-73.98992555,40.73466769,1,GRAND LARCENY,03/10/2014,3,2014
47725,-74.01208222,40.70332784,1,BURGLARY,08/14/2014,8,2014
34365,-73.97699802,40.67918867,1,BURGLARY,02/23/2014,2,2014
50280,-74.10381684,40.64537235,1,BURGLARY,03/20/2014,3,2014
29473,-73.92109296,40.84749622,1,GRAND LARCENY,08/18/2014,8,2014
20517,-73.97506336,40.6947072,1,ROBBERY,06/22/2014,6,2014
39378,-73.92988712,40.6518371,1,GRAND LARCENY,08/29/2014,8,2014
57350,-73.94669832,40.66181242,1,BURGLARY,07/31/2014,7,2014
58857,-73.92821792,40.81653502,2,FELONY ASSAULT,02/28/2014,2,2014
52290,-73.98117926,40.69527653,1,GRAND LARCENY,06/24/2014,6,2014
50051,-73.82446972,40.68924569,1,ROBBERY,01/12/2014,1,2014
27864,-73.91982126,40.82601523,1,GRAND LARCENY,06/17/2014,6,2014
28731,-73.90961561,40.62512989,1,BURGLARY,05/08/2014,5,2014
12070,-73.96090784,40.77076864,1,GRAND LARCENY,06/21/2014,6,2014
47386,-73.93752573,40.84976793,1,GRAND LARCENY,07/15/2014,7,2014
8061,-73.94645135,40.78088268,1,GRAND LARCENY,03/16/2014,3,2014
43390,-73.93962148,40.61162048,1,BURGLARY,05/30/2014,5,2014
9931,-73.75518464,40.72309672,1,FELONY ASSAULT,03/11/2014,3,2014
30210,-73.99547337,40.60155736,1,ROBBERY,07/18/2014,7,2014
5169,-73.94155999,40.79583635,2,FELONY ASSAULT,08/22/2014,8,2014
27012,-73.99972967,40.66195926,1,ROBBERY,03/20/2014,3,2014
42974,-73.77665266,40.71062422,1,ROBBERY,02/03/2014,2,2014
24109,-73.93029877,40.75454923,1,ROBBERY,08/13/2014,8,2014
13728,-73.88043677,40.66295936,1,FELONY ASSAULT,08/10/2014,8,2014
46773,-73.94515526,40.79378231,1,ROBBERY,07/04/2014,7,2014
52936,-73.99036873,40.76408594,1,BURGLARY,04/15/2014,4,2014
32519,-73.87460889,40.8295019,1,FELONY ASSAULT,07/04/2014,7,2014
28162,-73.97430186,40.75240184,1,GRAND LARCENY,05/24/2014,5,2014
27685,-73.90268866,40.83481533,1,GRAND LARCENY,04/10/2014,4,2014
36959,-73.99172076,40.71961834,2,BURGLARY,05/29/2014,5,2014
12725,-73.87460384,40.83984946,1,GRAND LARCENY,07/19/2014,7,2014
5701,-73.85541231,40.72058183,1,GRAND LARCENY OF MOTOR VEHICLE,08/30/2014,8,2014
13478,-73.92598767,40.82408433,1,GRAND LARCENY,07/22/2014,7,2014
21230,-73.79158294,40.69538579,1,FELONY ASSAULT,07/14/2014,7,2014
24779,-73.84718716,40.86528179,1,ROBBERY,07/01/2014,7,2014
31151,-73.96658639,40.7644191,1,GRAND LARCENY,08/07/2014,8,2014
28990,-73.89262026,40.85300931,1,BURGLARY,03/30/2014,3,2014
60862,-73.92915367,40.69093051,1,BURGLARY,01/31/2014,1,2014
29819,-73.80475600000001,40.68321934,1,FELONY ASSAULT,07/13/2014,7,2014
7875,-73.90293317,40.63749522,1,GRAND LARCENY OF MOTOR VEHICLE,03/05/2014,3,2014
54136,-73.92751575,40.86415804,1,BURGLARY,06/04/2014,6,2014
28356,-73.9785163,40.64425341,1,BURGLARY,05/12/2014,5,2014
37626,-73.9389473,40.69505053,1,RAPE,06/27/2014,6,2014
36668,-73.94160763,40.67564363,1,GRAND LARCENY OF MOTOR VEHICLE,02/14/2014,2,2014
32892,-74.10094251,40.59142598,1,GRAND LARCENY,01/09/2014,1,2014
45133,-73.90283623,40.70407246,1,ROBBERY,05/29/2014,5,2014
3914,-74.00076117,40.71818038,1,ROBBERY,08/19/2014,8,2014
27406,-73.75072996,40.70743647,1,BURGLARY,04/15/2014,4,2014
11762,-73.922488,40.66460107,1,BURGLARY,05/01/2014,5,2014
27271,-73.75457393,40.6067905,1,FELONY ASSAULT,04/20/2014,4,2014
37312,-73.89311495,40.66888684,1,GRAND LARCENY,04/06/2014,4,2014
9346,-73.94681539,40.66415377,3,FELONY ASSAULT,01/13/2014,1,2014
4316,-73.8747054,40.67079235,1,GRAND LARCENY,07/13/2014,7,2014
7580,-73.87420636,40.87422095,1,GRAND LARCENY,01/02/2014,1,2014
37102,-74.00490244,40.71727451,1,GRAND LARCENY,05/16/2014,5,2014
22240,-73.94258328,40.79444803,1,GRAND LARCENY,08/23/2014,8,2014
53378,-73.88764098,40.83051441,1,GRAND LARCENY OF MOTOR VEHICLE,05/11/2014,5,2014
5633,-73.84900431,40.72737238,1,GRAND LARCENY,08/17/2014,8,2014
59127,-73.95268578,40.67624433,1,GRAND LARCENY,04/22/2014,4,2014
36774,-73.88366233,40.67973601,1,BURGLARY,05/04/2014,5,2014
17747,-73.8081838,40.70239736,1,GRAND LARCENY,02/16/2014,2,2014
57095,-73.93874687,40.59918335,1,GRAND LARCENY,07/17/2014,7,2014
2569,-74.01726135,40.67550344,1,GRAND LARCENY,08/22/2014,8,2014
13955,-73.95205873,40.7711825,1,FELONY ASSAULT,08/18/2014,8,2014
21703,-73.92939994,40.81593191,1,GRAND LARCENY OF MOTOR VEHICLE,07/29/2014,7,2014
38051,-73.86894212,40.74920937,1,FELONY ASSAULT,06/19/2014,6,2014
53509,-73.91467932,40.83747622,1,FELONY ASSAULT,05/11/2014,5,2014
22790,-73.8970285,40.64399797,1,BURGLARY,08/11/2014,8,2014
25391,-73.88969504,40.74237747,1,BURGLARY,01/28/2014,1,2014
60822,-73.92668778,40.81173354,1,GRAND LARCENY,01/17/2014,1,2014
9727,-74.07691155,40.63777396,1,GRAND LARCENY,03/16/2014,3,2014
38095,-73.88492254,40.68279495,1,FELONY ASSAULT,07/09/2014,7,2014
28717,-73.90678865,40.81276216,1,GRAND LARCENY,05/11/2014,5,2014
54645,-73.99169772,40.64389006,2,GRAND LARCENY,08/11/2014,8,2014
28710,-74.10188856,40.60499269,1,BURGLARY,05/02/2014,5,2014
50942,-73.92172681,40.84944814,1,GRAND LARCENY,02/11/2014,2,2014
54941,-73.85625624,40.74912562,1,BURGLARY,07/21/2014,7,2014
25981,-73.98683785,40.74772142,1,FELONY ASSAULT,02/14/2014,2,2014
17631,-74.00364661,40.64290218,1,GRAND LARCENY,02/22/2014,2,2014
32585,-73.83599840000001,40.75200525,1,GRAND LARCENY OF MOTOR VEHICLE,08/02/2014,8,2014
31825,-73.77271337,40.59332061,1,ROBBERY,02/15/2014,2,2014
27773,-74.08198178,40.61486792,1,FELONY ASSAULT,06/21/2014,6,2014
32331,-73.97782611,40.69343694,1,GRAND LARCENY,05/15/2014,5,2014
50984,-74.00091662,40.74196094,2,GRAND LARCENY,02/06/2014,2,2014
7469,-73.95250925,40.60518724,1,GRAND LARCENY,01/19/2014,1,2014
9281,-73.74147221,40.65879495,1,GRAND LARCENY,03/13/2014,3,2014
22087,-73.92318934,40.82871558,1,ROBBERY,07/14/2014,7,2014
35787,-73.77237173,40.75797123,1,GRAND LARCENY,04/04/2014,4,2014
50506,-73.89460446,40.85776222,1,RAPE,03/18/2014,3,2014
4707,-73.95048132,40.62027726,1,GRAND LARCENY,07/24/2014,7,2014
8615,-73.94516399,40.68234537,2,FELONY ASSAULT,02/11/2014,2,2014
37340,-74.17275984,40.62339972,1,BURGLARY,06/01/2014,6,2014
1049,-73.87849402,40.66689059,1,BURGLARY,04/28/2014,4,2014
15611,-73.84547166,40.9018388,1,FELONY ASSAULT,07/14/2014,7,2014
28680,-73.94960694,40.76215675,1,GRAND LARCENY,05/14/2014,5,2014
13457,-74.13250933,40.59890095,1,GRAND LARCENY OF MOTOR VEHICLE,07/25/2014,7,2014
19864,-73.98043248,40.745425899999994,1,GRAND LARCENY,05/03/2014,5,2014
38622,-73.98634509,40.68671632,1,BURGLARY,07/24/2014,7,2014
38029,-73.92027028,40.65934879,1,ROBBERY,06/26/2014,6,2014
56118,-74.13323170000001,40.61623077,1,BURGLARY,08/23/2014,8,2014
7677,-73.98856761,40.57341993,1,BURGLARY,01/24/2014,1,2014
7975,-73.92855178,40.67045138,1,GRAND LARCENY OF MOTOR VEHICLE,03/22/2014,3,2014
14363,-73.92998121,40.86779628,1,GRAND LARCENY OF MOTOR VEHICLE,01/02/2014,1,2014
29131,-73.81803076,40.74960954,1,GRAND LARCENY,06/04/2014,6,2014
14510,-73.91131949,40.84478284,1,ROBBERY,06/03/2014,6,2014
587,-73.97889431,40.66813857,1,GRAND LARCENY,02/09/2014,2,2014
50314,-73.94581929,40.71007882,1,GRAND LARCENY,03/25/2014,3,2014
25683,-73.98623683,40.75702604,1,GRAND LARCENY,02/23/2014,2,2014
47180,-73.94063855,40.75586152,1,GRAND LARCENY,07/08/2014,7,2014
23106,-73.93095248,40.67058185,1,GRAND LARCENY,06/01/2014,6,2014
45493,-73.81249382,40.74850551,1,BURGLARY,05/01/2014,5,2014
50784,-73.85441877,40.68656466,1,BURGLARY,01/30/2014,1,2014
19797,-73.98651793,40.77700779,1,GRAND LARCENY,05/16/2014,5,2014
48439,-73.93562018,40.84672575,1,ROBBERY,06/27/2014,6,2014
55763,-73.92813149999999,40.68580264,2,FELONY ASSAULT,07/07/2014,7,2014
1585,-74.01001891,40.62923002,1,GRAND LARCENY,03/21/2014,3,2014
9867,-74.15548781,40.59139531,1,GRAND LARCENY,01/31/2014,1,2014
53264,-74.16986258,40.57488416,3,GRAND LARCENY,06/07/2014,6,2014
9297,-73.98556468,40.64401023,1,GRAND LARCENY,03/18/2014,3,2014
17807,-74.00178629,40.74076147,1,GRAND LARCENY,03/22/2014,3,2014
41475,-73.74493814,40.65255005,1,BURGLARY,01/10/2014,1,2014
21391,-74.18236837,40.56053433,1,FELONY ASSAULT,07/17/2014,7,2014
8683,-73.88683984,40.85326453,1,FELONY ASSAULT,02/15/2014,2,2014
54151,-73.84443774,40.72072672,1,ROBBERY,06/26/2014,6,2014
24932,-73.88155011,40.67335773,1,GRAND LARCENY,01/11/2014,1,2014
47983,-73.86731285,40.82247274,1,ROBBERY,08/15/2014,8,2014
40067,-73.96262061,40.67162853,2,GRAND LARCENY,07/08/2014,7,2014
22170,-73.80856224,40.72006881,1,ROBBERY,08/10/2014,8,2014
55863,-74.00124832,40.72594529,1,BURGLARY,08/23/2014,8,2014
30083,-73.98845738,40.71137005,1,ROBBERY,07/14/2014,7,2014
6381,-73.8896342,40.85317391,1,FELONY ASSAULT,03/26/2014,3,2014
10115,-73.92396868,40.69058685,1,ROBBERY,04/23/2014,4,2014
42754,-73.97874278,40.73642007,1,ROBBERY,02/20/2014,2,2014
5095,-73.92985259,40.66068625,1,FELONY ASSAULT,07/22/2014,7,2014
27836,-73.77687540000001,40.77662238,1,FELONY ASSAULT,06/16/2014,6,2014
46662,-73.88326333,40.81499142,1,GRAND LARCENY OF MOTOR VEHICLE,07/22/2014,7,2014
16218,-73.88058161,40.87600903,2,BURGLARY,01/14/2014,1,2014
41060,-73.93739659999999,40.67973113,1,GRAND LARCENY,08/20/2014,8,2014
14242,-73.98980675,40.68565446,1,GRAND LARCENY,08/27/2014,8,2014
11921,-73.96635665,40.76186642,6,GRAND LARCENY,06/25/2014,6,2014
46726,-73.92080537,40.84921696,1,BURGLARY,07/23/2014,7,2014
13920,-73.93959203,40.588437899999995,1,RAPE,08/26/2014,8,2014
30778,-73.91444109999999,40.64334252,1,BURGLARY,07/12/2014,7,2014
34373,-73.98334322,40.63656607,1,BURGLARY,02/10/2014,2,2014
16357,-73.92076429999999,40.84121611,1,RAPE,02/12/2014,2,2014
227,-74.00609856,40.73994613,3,GRAND LARCENY,02/28/2014,2,2014
6062,-73.96967135,40.64889834,1,ROBBERY,06/17/2014,6,2014
17258,-73.89761754,40.90826997,1,GRAND LARCENY,02/15/2014,2,2014
40368,-74.07942637,40.61646719,1,FELONY ASSAULT,06/28/2014,6,2014
30230,-73.94088554,40.83952371,1,GRAND LARCENY,07/29/2014,7,2014
31611,-73.94654552,40.81650106,1,GRAND LARCENY,07/26/2014,7,2014
2832,-73.98435888,40.59210879,1,FELONY ASSAULT,05/21/2014,5,2014
42770,-73.83393475,40.76179556,1,GRAND LARCENY OF MOTOR VEHICLE,02/14/2014,2,2014
24145,-73.83464702,40.70172203,1,GRAND LARCENY OF MOTOR VEHICLE,08/09/2014,8,2014
58824,-73.9113147,40.82126339,1,FELONY ASSAULT,02/03/2014,2,2014
6044,-73.99695146,40.7238812,1,GRAND LARCENY,06/22/2014,6,2014
27359,-73.88379408,40.8462076,1,GRAND LARCENY,04/04/2014,4,2014
17690,-73.78364673,40.70061367,1,FELONY ASSAULT,02/19/2014,2,2014
58929,-73.76525299,40.6854237,1,GRAND LARCENY OF MOTOR VEHICLE,03/22/2014,3,2014
8571,-73.98304266,40.7701345,2,GRAND LARCENY,02/23/2014,2,2014
22375,-73.99349945,40.7546909,1,FELONY ASSAULT,08/10/2014,8,2014
56445,-73.91770783,40.83450864,1,FELONY ASSAULT,03/03/2014,3,2014
47918,-73.94136713,40.66214743,1,BURGLARY,08/26/2014,8,2014
28671,-73.98219618,40.68189319,1,ROBBERY,05/27/2014,5,2014
1777,-73.94416907,40.69933502,1,FELONY ASSAULT,04/20/2014,4,2014
26311,-73.89225793,40.866924600000004,1,BURGLARY,03/16/2014,3,2014
41442,-73.90860245,40.66260091,1,ROBBERY,01/18/2014,1,2014
25084,-73.84547678,40.87007176,1,GRAND LARCENY,03/12/2014,3,2014
50912,-73.77943241,40.67830709,1,GRAND LARCENY,06/07/2014,6,2014
30763,-73.95328724,40.68740482,1,BURGLARY,08/10/2014,8,2014
13070,-73.98509686,40.72185739,1,GRAND LARCENY,07/05/2014,7,2014
37187,-73.85604138,40.71661369,1,GRAND LARCENY,05/16/2014,5,2014
34919,-73.97489132,40.72065342,1,GRAND LARCENY,04/01/2014,4,2014
18804,-73.9798776,40.63493511,1,GRAND LARCENY,04/06/2014,4,2014
33095,-73.93883085,40.82197294,1,ROBBERY,01/16/2014,1,2014
36626,-73.95121417,40.65256451,1,GRAND LARCENY,05/09/2014,5,2014
59626,-74.00252241,40.73975139,1,GRAND LARCENY,08/31/2014,8,2014
4720,-73.90421939,40.68022431,1,FELONY ASSAULT,07/22/2014,7,2014
12010,-73.818061,40.68963922,1,BURGLARY,06/27/2014,6,2014
10908,-73.98284239,40.69266926,1,GRAND LARCENY,06/12/2014,6,2014
31626,-73.97862421,40.68983046,1,GRAND LARCENY,07/29/2014,7,2014
54104,-73.91311401,40.63307327,1,GRAND LARCENY,05/11/2014,5,2014
27542,-73.89950108,40.88521354,2,GRAND LARCENY,04/05/2014,4,2014
28583,-73.92072811,40.69264049,1,GRAND LARCENY,05/23/2014,5,2014
11390,-73.9430732,40.82125599,1,FELONY ASSAULT,05/22/2014,5,2014
18774,-73.81838152,40.76524694,1,FELONY ASSAULT,04/02/2014,4,2014
21353,-73.97384684,40.75303029,1,GRAND LARCENY,07/09/2014,7,2014
60331,-73.98198751,40.73359627,1,GRAND LARCENY,01/25/2014,1,2014
17095,-73.75469852,40.70226286,1,GRAND LARCENY,02/01/2014,2,2014
6514,-73.94021708,40.83535964,1,ROBBERY,04/13/2014,4,2014
1832,-73.9136697,40.66583543,1,FELONY ASSAULT,04/29/2014,4,2014
33729,-73.98342632,40.67916233,1,GRAND LARCENY,01/02/2014,1,2014
38016,-73.91158009,40.65415479999999,1,ROBBERY,07/06/2014,7,2014
46851,-73.99744218,40.72193793,1,GRAND LARCENY,07/05/2014,7,2014
16379,-73.92637497,40.83978983,1,FELONY ASSAULT,02/27/2014,2,2014
41669,-73.95161207,40.665437700000005,1,BURGLARY,01/31/2014,1,2014
19510,-73.92999778,40.77305685,1,GRAND LARCENY,06/10/2014,6,2014
38996,-73.93830477,40.82043562,1,FELONY ASSAULT,08/05/2014,8,2014
15849,-73.9659642,40.61857563,1,GRAND LARCENY,01/06/2014,1,2014
52106,-73.95820584,40.64084704,1,GRAND LARCENY,03/18/2014,3,2014
50956,-73.77331696,40.69553516,1,GRAND LARCENY OF MOTOR VEHICLE,06/06/2014,6,2014
14764,-73.94243046,40.75399875,1,GRAND LARCENY,02/13/2014,2,2014
46818,-73.98742239,40.57633479,1,ROBBERY,07/04/2014,7,2014
54050,-73.95538485,40.8181489,2,ROBBERY,05/05/2014,5,2014
724,-73.9062937,40.82817611,1,ROBBERY,01/16/2014,1,2014
14934,-73.95337129,40.68064174,1,FELONY ASSAULT,03/04/2014,3,2014
32786,-74.00189416,40.72704868,1,BURGLARY,01/05/2014,1,2014
24763,-73.84185289,40.68196705,1,GRAND LARCENY,01/10/2014,1,2014
41950,-73.94138227,40.62850736,1,GRAND LARCENY,03/29/2014,3,2014
22746,-73.81585281,40.70058461,1,FELONY ASSAULT,02/19/2014,2,2014
22586,-73.99792348,40.67442877,1,GRAND LARCENY OF MOTOR VEHICLE,08/07/2014,8,2014
47058,-73.86712659,40.87232741,2,FELONY ASSAULT,07/24/2014,7,2014
36666,-73.75476867,40.68025262,1,GRAND LARCENY,05/21/2014,5,2014
24454,-73.81762369,40.7256005,2,BURGLARY,01/21/2014,1,2014
44612,-73.90978076,40.85739631,1,ROBBERY,06/26/2014,6,2014
19514,-74.15404072,40.62900649,1,FELONY ASSAULT,06/09/2014,6,2014
11876,-73.85213912,40.70970566,1,GRAND LARCENY OF MOTOR VEHICLE,05/12/2014,5,2014
57488,-74.17135678,40.53992949,1,GRAND LARCENY,07/08/2014,7,2014
20986,-73.82611279,40.67726449,1,GRAND LARCENY,08/02/2014,8,2014
60289,-74.08225297,40.60695448,1,GRAND LARCENY,05/15/2014,5,2014
48708,-73.87481215,40.89816079,1,GRAND LARCENY OF MOTOR VEHICLE,02/17/2014,2,2014
56441,-73.74300049,40.60451172,1,GRAND LARCENY,08/12/2014,8,2014
12393,-73.85111511,40.67885585,1,GRAND LARCENY,08/17/2014,8,2014
28116,-73.83524759999999,40.7564095,1,GRAND LARCENY,05/04/2014,5,2014
22351,-73.98375597,40.70232,1,GRAND LARCENY OF MOTOR VEHICLE,08/07/2014,8,2014
12545,-73.99338369,40.68463915,1,GRAND LARCENY,08/14/2014,8,2014
564,-73.7846757,40.59642332,1,FELONY ASSAULT,02/13/2014,2,2014
54709,-73.91778271,40.66863812,1,BURGLARY,08/09/2014,8,2014
20974,-73.94797063,40.79125298,1,GRAND LARCENY,08/10/2014,8,2014
23695,-73.94384437,40.82364702,1,ROBBERY,04/03/2014,4,2014
34800,-73.98403736,40.67189151,1,FELONY ASSAULT,03/18/2014,3,2014
43631,-73.94232442,40.80976897,1,ROBBERY,03/03/2014,3,2014
6731,-73.94430349,40.6765727,1,ROBBERY,05/05/2014,5,2014
44227,-74.02829339,40.63383547,1,FELONY ASSAULT,04/08/2014,4,2014
4206,-73.89140875,40.82679069,1,FELONY ASSAULT,06/19/2014,6,2014
10965,-73.84773293,40.87956317,1,FELONY ASSAULT,06/10/2014,6,2014
53691,-73.96342145,40.80866049,1,GRAND LARCENY,05/18/2014,5,2014
59818,-73.9278309,40.70701128,1,GRAND LARCENY,01/27/2014,1,2014
57560,-73.88439559,40.74758181,2,GRAND LARCENY,07/12/2014,7,2014
12217,-73.97700445,40.73372988,1,GRAND LARCENY,06/21/2014,6,2014
48463,-73.93589552,40.70728229,1,BURGLARY,06/22/2014,6,2014
20548,-73.77277402,40.685543100000004,1,FELONY ASSAULT,06/19/2014,6,2014
41957,-73.93355541,40.62694132,1,GRAND LARCENY,03/10/2014,3,2014
5309,-73.93948095,40.58387324,1,BURGLARY,08/17/2014,8,2014
546,-73.86944488,40.67314427,1,GRAND LARCENY,01/09/2014,1,2014
31391,-74.00798919,40.64734577,1,ROBBERY,06/27/2014,6,2014
58009,-73.91058172,40.88813752,1,GRAND LARCENY,08/17/2014,8,2014
56761,-73.81308702,40.690155499999996,1,ROBBERY,07/31/2014,7,2014
21471,-73.88555577,40.84323959,1,ROBBERY,07/21/2014,7,2014
50037,-73.94701618,40.79255629,1,BURGLARY,01/29/2014,1,2014
1047,-73.96294357,40.66131925,1,GRAND LARCENY,04/12/2014,4,2014
59766,-73.90722344,40.86885066,1,GRAND LARCENY OF MOTOR VEHICLE,05/04/2014,5,2014
31706,-73.9957537,40.610456,1,GRAND LARCENY OF MOTOR VEHICLE,02/23/2014,2,2014
7410,-73.98218209,40.77508314,3,GRAND LARCENY,01/25/2014,1,2014
51315,-73.95099772,40.76079595,2,BURGLARY,02/16/2014,2,2014
40478,-73.96128714,40.71450138,1,ROBBERY,04/26/2014,4,2014
47750,-73.93396559,40.77308938,2,FELONY ASSAULT,08/24/2014,8,2014
4955,-73.99469,40.71640989,1,GRAND LARCENY OF MOTOR VEHICLE,07/14/2014,7,2014
42336,-73.93824669,40.67277633,1,GRAND LARCENY,02/03/2014,2,2014
4383,-73.94660048,40.66695609,1,GRAND LARCENY OF MOTOR VEHICLE,07/09/2014,7,2014
34676,-73.85202936,40.74127302,1,BURGLARY,03/02/2014,3,2014
57286,-73.88980542,40.86328282,1,FELONY ASSAULT,07/05/2014,7,2014
25525,-73.9982607,40.73795633,1,FELONY ASSAULT,02/15/2014,2,2014
31569,-73.95139839,40.82513534,1,FELONY ASSAULT,06/30/2014,6,2014
25950,-73.85632348,40.90035148,1,BURGLARY,02/06/2014,2,2014
33226,-73.91396169,40.83349036,2,FELONY ASSAULT,01/18/2014,1,2014
24568,-73.99064424,40.57597828,1,GRAND LARCENY,01/16/2014,1,2014
16446,-73.97905602,40.69270432,1,GRAND LARCENY OF MOTOR VEHICLE,02/10/2014,2,2014
46821,-73.97815964,40.5999579,1,BURGLARY,07/16/2014,7,2014
50164,-73.93846075,40.63221953,1,FELONY ASSAULT,01/07/2014,1,2014
14899,-73.98314805,40.73883069,1,BURGLARY,03/16/2014,3,2014
11721,-73.90245962,40.71003378,1,GRAND LARCENY,05/01/2014,5,2014
16440,-73.98431849,40.7487696,1,GRAND LARCENY,01/19/2014,1,2014
56609,-73.97999848,40.604275799999996,1,GRAND LARCENY OF MOTOR VEHICLE,08/26/2014,8,2014
15218,-73.96418325,40.708719099999996,1,FELONY ASSAULT,04/30/2014,4,2014
3555,-73.85855846,40.83940822,1,ROBBERY,06/15/2014,6,2014
37253,-73.87138866,40.74756802,1,ROBBERY,05/17/2014,5,2014
33478,-73.73931297,40.67270891,1,BURGLARY,03/03/2014,3,2014
16734,-73.94735098,40.78933962,1,FELONY ASSAULT,03/04/2014,3,2014
45837,-73.95833732,40.59185527,1,GRAND LARCENY,06/28/2014,6,2014
