Name,Status,Fall,Year,Place,Occurrence,,Type,Mass,MetBull
El Paso **,Official,,1950,Texas,1, USA,LL4,276 g,44
Guadaloupe County,Official,,1950,Texas,1, USA,Iron,20.5 g,
Holliday,Official,,1950,Texas,1, USA,Iron,12 g,
Plainview (1950),Official,,1950,Texas,1, USA,H,2.2 kg,
Plainview (f) **,Official,,1950,Texas,1, USA,H4-5,10.25 kg,106
Sterley **,Official,,1950,Texas,1, USA,"Pallasite, PMG",1725 g,101
Gail **,Official,,1948,Texas,1, USA,H4,4.65 kg,8
Olton,Official,,1948,Texas,1, USA,H3.5,953 g,
Pony Creek,Official,,1947,Texas,1, USA,H4,4.64 kg,
Glady,Doubtful,,1946,Texas,1, USA,Doubtful stone,,
Peña Blanca Spring,Official,Y,1946,Texas,1, USA,Aubrite,70 kg,
Deport (a),Official,,1944,Texas,1, USA,H4,604 g,
Lockney,Official,,1944,Texas,1, USA,L6,824 g,
Axtell **,Official,,1943,Texas,1, USA,CV3,6.2 kg,77
Mertzon,Official,,1943,Texas,1, USA,"Iron, IAB-ung",3.72 kg,
Dimmitt,Official,,1942,Texas,1, USA,H3.7,200 kg,
Naruna (b) **,Official,,1942,Texas,1, USA,H4,513 g,68
Abernathy,Official,,1941,Texas,1, USA,L6,2.91 kg,
Chamberlin,Official,,1941,Texas,1, USA,H5,2.4 kg,
Mereta,Official,,1941,Texas,1, USA,H4,1418 g,
Slaton **,Official,,1941,Texas,1, USA,L4,1070 g,83
Briscoe,Official,,1940,Texas,1, USA,L5,1773 g,
Comanche (iron) **,Official,,1940,Texas,1, USA,"Iron, IAB-sLL",19.7 kg,8
Cranfills Gap **,Official,,1940,Texas,1, USA,H6,6 kg,39
Davy (a) **,Official,,1940,Texas,1, USA,L4,50.6 kg,81
Leander,Official,,1940,Texas,1, USA,L4,760 g,
Wellman (a),Official,,1940,Texas,1, USA,H5,55 kg,
Concho,Official,,1939,Texas,1, USA,L6,93.5 kg,
Kendleton,Official,Y,1939,Texas,1, USA,L4,6.94 kg,
McLean,Official,,1939,Texas,1, USA,H6,4.3 kg,
Round Top (b) **,Official,,1939,Texas,1, USA,H4,7.17 kg,77
Bartlett,Official,,1938,Texas,1, USA,"Iron, IIIAB",8.59 kg,
Howe,Official,,1938,Texas,1, USA,H5,8.63 kg,
Lubbock,Official,,1938,Texas,1, USA,L5,1458 g,
Monahans (1938),Official,,1938,Texas,1, USA,"Iron, IIF",27.9 kg,
Nazareth (a) **,Official,,1938,Texas,1, USA,L6,44 g,65
Romero,Official,,1938,Texas,1, USA,H4,17.2 kg,
Silverton (Texas),Official,,1938,Texas,1, USA,H4,2.58 kg,
Brady,Official,,1937,Texas,1, USA,L6,927 g,
Brownfield (1937),Official,,1937,Texas,1, USA,H3.7,40.96 kg,
Ferguson Switch,Official,,1937,Texas,1, USA,H5,1700 g,
Laketon,Official,,1937,Texas,1, USA,L6,3.6 kg,
Scurry **,Official,,1937,Texas,1, USA,H5,118 kg,30
Texline,Official,,1937,Texas,1, USA,H5,26.2 kg,
Adrian,Official,,1936,Texas,1, USA,H4,22.6 kg,
Aiken,Official,,1936,Texas,1, USA,OC,956 g,
Channing,Official,,1936,Texas,1, USA,H5,15.3 kg,
Cuero,Official,,1936,Texas,1, USA,H5,46.5 kg,
Elton,Official,,1936,Texas,1, USA,"Iron, ungrouped",1900 g,
Hale Center (no. 1),Official,,1936,Texas,1, USA,L5,610 g,
Hale Center (no. 2),Official,,1936,Texas,1, USA,H4,695 g,
Sanderson,Official,,1936,Texas,1, USA,"Iron, IIIAB",6.8 kg,
Shallowater,Official,,1936,Texas,1, USA,Aubrite,4.65 kg,
McAddo,Official,,1935,Texas,1, USA,L6,1100 g,
Naruna (a),Official,,1935,Texas,1, USA,H4,672 g,
Paloduro,Official,,1935,Texas,1, USA,"Iron, IIIE",3 kg,
Glen Rose (iron),Official,,1934,Texas,1, USA,"Iron, ungrouped",11 kg,
Gruver,Official,,1934,Texas,1, USA,H4,13.1 kg,
Round Top (a) **,Official,,1934,Texas,1, USA,L5,9.94 kg,77
Spearman,Official,,1934,Texas,1, USA,"Iron, IIIAB",10.4 kg,
Vigo Park,Official,,1934,Texas,1, USA,L4,35 g,
Shafter Lake,Official,,1933,Texas,1, USA,H5,3.03 kg,
Boerne,Official,,1932,Texas,1, USA,H6,1100 g,
Junction,Official,,1932,Texas,1, USA,L5,241 g,
Nordheim,Official,,1932,Texas,1, USA,"Iron, ungrouped",15.15 kg,
Miami,Official,,1930,Texas,1, USA,H5,57.7 kg,
Plantersville,Official,Y,1930,Texas,1, USA,H6,2.09 kg,
Tell,Official,,1930,Texas,1, USA,H6,16.6 kg,
Zapata County,Official,,1930,Texas,1, USA,Iron,,
Ozona,Official,,1929,Texas,1, USA,H6,127.5 kg,
Ballinger,Official,,1927,Texas,1, USA,"Iron, IAB-MG",1250 g,
Deport,Official,,1926,Texas,1, USA,"Iron, IAB-sLL",15 kg,
Peck's Spring,Official,,1926,Texas,1, USA,L5,1600 g,
Avoca (Texas),Doubtful,,1924,Texas,1, USA,Doubtful stone,7.1 kg,
Allen,Official,,1923,Texas,1, USA,H4,1407 g,
Florence,Official,Y,1922,Texas,1, USA,H3,3.64 kg,
Odessa (iron) **,Official,,1922,Texas,1, USA,"Iron, IAB-MG",1.6 t,37
Somervell County,Official,,1919,Texas,1, USA,"Pallasite, PMG",11.8 kg,
Kimble County,Official,,1918,Texas,1, USA,H6,153.8 kg,
Bluff (b) **,Official,,1917,Texas,1, USA,L4,16 kg,78
Plainview (1917) **,Official,,1917,Texas,1, USA,H5,700 kg,30
Troup,Official,Y,1917,Texas,1, USA,L6,1020 g,
Tulia (a) **,Official,,1917,Texas,1, USA,H3-4,86 kg,61
Tulia (b) **,Official,,1917,Texas,1, USA,L6,4.8 kg,61
Chico Mountains,Official,,1915,Texas,1, USA,"Iron, IIAB",212 g,
Uvalde,Official,,1915,Texas,1, USA,H5,8.2 kg,
Ysleta,Official,,1914,Texas,1, USA,"Iron, ungrouped",140.7 kg,
Burkett,Official,,1913,Texas,1, USA,"Iron, IAB-MG",8.4 kg,
Floydada,Official,,1912,Texas,1, USA,"Iron, IIIAB",12.5 kg,
Blanket,Official,Y,1909,Texas,1, USA,L6,5.1 kg,
Haskell,Official,,1909,Texas,1, USA,L5,36 kg,
Cleburne,Official,,1907,Texas,1, USA,"Iron, IVA",6.8 kg,
Kirbyville,Official,Y,1906,Texas,1, USA,Eucrite-mmict,97.7 g,
Davis Mountains,Official,,1903,Texas,1, USA,"Iron, IIIAB",689 kg,
Cedar (Texas),Official,,1900,Texas,1, USA,H4,26 kg,
Iredell,Official,,1898,Texas,1, USA,"Iron, IIAB",1500 g,
Mart,Official,,1898,Texas,1, USA,"Iron, IVA",7.14 kg,
San Angelo,Official,,1897,Texas,1, USA,"Iron, IIIAB",88 kg,
Kaufman **,Official,,1893,Texas,1, USA,L5,23 kg,5
Dexter,Official,,1889,Texas,1, USA,"Iron, IIIAB",1724 g,
Travis County (a) **,Official,,1889,Texas,1, USA,H5,175.4 kg,78
Carlton,Official,,1887,Texas,1, USA,"Iron, IAB-sLM",81.2 kg,
Kendall County,Official,,1887,Texas,1, USA,"Iron, IAB-ung",21 kg,
Pipe Creek,Official,,1887,Texas,1, USA,H6,13.6 kg,
San Pedro Springs,Official,,1887,Texas,1, USA,L6,72 g,
Estacado,Official,,1883,Texas,1, USA,H6,290 kg,
Bluff (a) **,Official,,1878,Texas,1, USA,L5,153.3 kg,78
McKinney,Official,,1870,Texas,1, USA,L4,150 kg,
Denton County,Official,,1856,Texas,1, USA,"Iron, IIIAB",5.4 kg,
Wichita County,Official,,1836,Texas,1, USA,"Iron, IAB-MG",145 kg,
Red River,Official,,1808,Texas,1, USA,"Iron, IIIAB",800 kg,
Fuzzy Creek **,Official,,,Texas,1, USA,"Iron, IVA",2.7 kg,62
Squaw Creek **,Official,,,Texas,1, USA,"Iron, IIAB",14.5 kg,62
Tule Valley Hardpan 007 **,Official,,2014,Utah,1, USA,EL6,3.2 g,103
Tule Valley Hardpan 008 **,Official,,2014,Utah,1, USA,L6,15 g,103
Tule Valley Hardpan 001,Official,,2009,Utah,1, USA,L5,5.1 g,100
Tule Valley Hardpan 002,Official,,2009,Utah,1, USA,H5,1.32 g,100
Tule Valley Hardpan 003,Official,,2007,Utah,1, USA,H5,10.7 g,102
Tule Valley Hardpan 004,Official,,2007,Utah,1, USA,H5,37.5 g,102
Tule Valley Hardpan 005,Official,,2007,Utah,1, USA,H6,29.5 g,102
Tule Valley Hardpan 006,Official,,2007,Utah,1, USA,H6,2.6 g,102
Greener Reservoir,Official,,2004,Utah,1, USA,H4,45 g,89
Arches,Official,,2001,Utah,1, USA,L5,534 g,88
Tule Valley,Official,,2001,Utah,1, USA,L6,17.7 g,85
Wah Wah Valley **,Official,,1986,Utah,1, USA,L6,9 g,66
Cricket Mountains **,Official,,1985,Utah,1, USA,H6,10.6 g,66
Sunstone Knoll **,Official,,1985,Utah,1, USA,L6,15.6 g,66
Gunlock **,Official,,1982,Utah,1, USA,L3.2,6.8 kg,67
Beaver-Harrison **,Official,,1979,Utah,1, USA,L6,925 g,59
Poison Spring,Official,,1971,Utah,1, USA,Iron,524 g,
Canyonlands **,Official,,1961,Utah,1, USA,H6,1520 g,53
Garland,Official,Y,1950,Utah,1, USA,Diogenite-pm,102 g,
Drum Mountains,Official,,1944,Utah,1, USA,"Iron, IIIAB",529 kg,
Park City **,Official,,1934,Utah,1, USA,"Iron, IIAB",12.3 kg,84
Altonah,Official,,1932,Utah,1, USA,"Iron, IVA",21.5 kg,
Ioka **,Official,,1931,Utah,1, USA,L3.5,31.5 kg,30
Salina,Official,,1908,Utah,1, USA,Iron,235 g,
Duchesne,Official,,1906,Utah,1, USA,"Iron, IVA",22.7 kg,
Salt Lake City,Official,,1869,Utah,1, USA,H5,875 g,
South Strafford,Pseudo,,1942,Vermont,1, USA,Pseudometeorite,2.33 kg,
Lorton **,Official,Y,2010,Virginia,1, USA,L6,330 g,99
Keen Mountain **,Official,,1950,Virginia,1, USA,"Iron, IIAB",6.69 kg,8
Forksville,Official,Y,1924,Virginia,1, USA,L6,6.07 kg,
Dungannon,Official,,1922,Virginia,1, USA,"Iron, IAB-MG",13 kg,
Sharps,Official,Y,1921,Virginia,1, USA,H3.4,1265 g,
Norfolk,Official,,1907,Virginia,1, USA,"Iron, IIIAB",23 kg,
Hopper,Official,,1889,Virginia,1, USA,"Iron, IIIAB",1800 g,
Indian Valley,Official,,1887,Virginia,1, USA,"Iron, IIAB",14.1 kg,
Staunton,Official,,1869,Virginia,1, USA,"Iron, IIIE",43.5 kg,
Augusta County,Official,,1858,Virginia,1, USA,"Iron, IIIAB",76 kg,
Cranberry Plains,Official,,1852,Virginia,1, USA,"Iron, IVA",90 g,
Botetourt County,Official,,1850,Virginia,1, USA,Iron,500 g,
Richmond,Official,Y,1828,Virginia,1, USA,LL5,1800 g,
Colton **,Official,,1993,Washington,1, USA,"Iron, IIIAB",19.67 kg,77
Albion **,Official,,1966,Washington,1, USA,"Iron, IVA",12.28 kg,81
Kirkland **,Pseudo,Y,1955,Washington,1, USA,Pseudometeorite,232 g,29
Withrow **,Official,,1950,Washington,1, USA,"Iron, IIIAB?",8.73 kg,40
Washougal,Official,Y,1939,Washington,1, USA,Howardite,225 g,
Tacoma **,Official,,1925,Washington,1, USA,"Iron, IAB complex",16.7 g,55
Waterville **,Official,,1917,Washington,1, USA,"Iron, IAB-ung",37.13 kg,
Montrose,Doubtful,,1940,West Virginia,1, USA,Doubtful stone,,
Landes **,Official,,1930,West Virginia,1, USA,"Iron, IAB-MG",69.8 kg,51
Jenny's Creek,Official,,1883,West Virginia,1, USA,"Iron, IAB-MG",12 kg,
Greenbrier County,Official,,1880,West Virginia,1, USA,"Iron, IIIAB",5 kg,
Pine River,Official,,1894,Wisconsin,1, USA,"Iron, IAB-sLL",3.6 kg,
Mifflin **,Official,Y,2010,Wisconsin,1, USA,L5,3.58 kg,99
Turtle Lake **,Official,Y,1996,Wisconsin,1, USA,L5,89.3 g,93
Oshkosh **,Official,,1961,Wisconsin,1, USA,H,144.8 g,26
Belmont **,Official,,1958,Wisconsin,1, USA,H6,25.3 kg,26
Zenda **,Official,,1955,Wisconsin,1, USA,"Iron, IAB complex",3.7 kg,26
Mount Morris (Wisconsin),Official,,1937,Wisconsin,1, USA,"Iron, IAB-an",676 g,
Calumet County **,Pseudo,,1934,Wisconsin,1, USA,Pseudometeorite,,47
Colby (Wisconsin),Official,Y,1917,Wisconsin,1, USA,L6,104 kg,
Angelica,Official,,1916,Wisconsin,1, USA,"Iron, IIIAB",14.8 kg,
Kilbourn,Official,Y,1911,Wisconsin,1, USA,H5,772 g,
Algoma,Official,,1887,Wisconsin,1, USA,"Iron, IAB-sHL",4.1 kg,
Hammond,Official,,1884,Wisconsin,1, USA,"Iron, ungrouped",24 kg,
Vernon County,Official,Y,1865,Wisconsin,1, USA,H6,1500 g,
Trenton,Official,,1858,Wisconsin,1, USA,"Iron, IIIAB",505 kg,
Hyattville,Official,,2008,Wyoming,1, USA,L6,8.91 kg,99
Rock Springs,Official,,2003,Wyoming,1, USA,L6,52.7 g,88
Albin (stone),Official,,1949,Wyoming,1, USA,L,15.4 kg,
Waltman **,Official,,1948,Wyoming,1, USA,L4,23.41 kg,66
Torrington,Official,Y,1944,Wyoming,1, USA,H6,259 g,
Lusk,Official,,1940,Wyoming,1, USA,Iron,46 g,
Hat Creek,Official,,1939,Wyoming,1, USA,H4,8.9 kg,
Hawk Springs,Official,,1935,Wyoming,1, USA,H5,367 g,
Pine Bluffs,Official,,1935,Wyoming,1, USA,H,2.7 kg,
Bear Lodge,Official,,1931,Wyoming,1, USA,"Iron, IIIAB",48.5 kg,
Clareton,Official,,1931,Wyoming,1, USA,L6,1050 g,
Albin (pallasite),Official,,1915,Wyoming,1, USA,"Pallasite, PMG",37.6 kg,
Willow Creek,Official,,1914,Wyoming,1, USA,"Iron, IIIE",51 kg,
Silver Crown,Official,,1887,Wyoming,1, USA,"Iron, IAB-MG",11.6 kg,
